trade_date,open,high,low,close,volume,amount,vol,ma20,ma60,ma200,ma5_vol,ma20_vol,atr10,atr20,dif,dea,macd_bar,plus_di,minus_di,adx,ret_20d
20190118,0.998,1.004,0.995,1.003,3244582.58,324300.571,3244582.58,,,,,,,,0.0,0.0,0.0,,,,
20190121,1.003,1.009,1.002,1.003,765523.25,77018.053,765523.25,,,,,,,,0.0,0.0,0.0,,,,
20190122,1.004,1.006,0.999,1.0,150599.26,15106.892,150599.26,,,,,,,,-0.0002393162393163,-4.7863247863277895e-05,-0.0003829059829062,,,,
20190123,1.001,1.005,0.999,1.003,174368.06,17497.3,174368.06,,,,,,,,-0.0001847712275064,-7.524484379191954e-05,-0.0002190527674291,,,,
20190124,1.004,1.008,1.002,1.006,310158.6,31218.191,310158.6,,,,929046.35,,,,9.938536268649932e-05,-4.0318802496235766e-05,0.0002794083303654,,,,
20190125,1.006,1.017,1.006,1.011,245661.72,24852.597,245661.72,,,,329262.17799999996,,,,0.0007197429719525,0.0001116935523935,0.001216098839118,,,,
20190128,1.014,1.022,1.009,1.012,87140.0,8865.923,87140.0,,,,193585.528,,,,0.0012773480165688,0.0003448244452285,0.0018650471426805,,,,
20190129,1.009,1.017,1.002,1.016,76703.72,7773.591,76703.72,,,,178806.41999999998,,,,0.0020187497123045,0.0006796094986437,0.0026782804273215,,,,
20190130,1.013,1.022,1.011,1.015,110679.72,11253.832,110679.72,,,,166068.752,,,,0.0024968422122422,0.0010430560413634,0.0029075723417575,,,,
20190131,1.015,1.024,1.014,1.017,86907.34,8872.826,86907.34,,,,121418.5,,,,0.0030025062254441,0.0014349460781796,0.0031351202945291,,,,
20190201,1.019,1.028,1.018,1.026,124237.0,12704.967,124237.0,,,,97133.556,,0.0096999999999999,,0.00408241385715,0.0019644396339736,0.0042359484463526,,,,
20190211,1.026,1.038,1.026,1.038,100244.0,10350.513,100244.0,,,,99754.356,,0.0102,,0.0058392370574078,0.0027393991186605,0.0061996758774946,,,,
20190212,1.038,1.044,1.034,1.041,121299.8,12608.597,121299.8,,,,108673.572,,0.0105,,0.0073884377179243,0.0036692068385132,0.007438461758822,,,,
20190213,1.042,1.055,1.038,1.052,151193.47,15814.535,151193.47,,,,116776.322,,0.0116,,0.0093954930762443,0.0048144640860594,0.0091620579803696,,,,
20190214,1.053,1.055,1.046,1.051,167734.66,17611.645,167734.66,,,,132941.78600000002,,0.0118999999999999,,0.0107811291196433,0.0060077970927762,0.0095466640537341,41.37931034482768,6.896551724137871,,
20190215,1.051,1.051,1.032,1.032,204129.0,21261.552,204129.0,,,,148920.18600000002,,0.0127,,0.0102282100183788,0.0068518796778967,0.006752660680964,35.031847133758106,15.286624203821615,,
20190218,1.034,1.054,1.034,1.053,674672.95,70827.691,674672.95,,,,263805.97599999997,,0.0135999999999999,,0.0113536641696003,0.0077522365762374,0.0072028551867257,33.72093023255833,12.209302325581351,,
20190219,1.051,1.06,1.046,1.051,186497.22,19615.296,186497.22,,,,276845.46,,0.0135,,0.0119464995966871,0.0085910891803274,0.0067108208327194,35.55555555555572,11.666666666666618,,
20190220,1.053,1.057,1.048,1.054,83425.13,8777.305,83425.13,,,,263291.792,,0.0132999999999999,,0.0125141455911661,0.0093757004624951,0.0062768902573419,33.33333333333346,11.475409836065534,,
20190221,1.054,1.061,1.045,1.046,110962.12,11662.248,110962.12,1.0265,,,251937.28400000004,358835.98,0.0138999999999999,,0.0121780944974827,0.0099361792694926,0.0044838304559801,29.78723404255334,11.1702127659574,,
20190222,1.045,1.055,1.038,1.055,67564.12,7061.514,67564.12,1.0291,,,224624.308,199985.057,0.0144999999999999,0.0120999999999999,0.0124939736178448,0.0104477381391631,0.0040924709573635,26.562500000000117,14.58333333333325,,5.184446660019937
20190225,1.055,1.101,1.055,1.099,114679.0,12360.479,114679.0,1.0338999999999998,,,112625.518,167442.8445,0.0178999999999999,0.0140499999999999,0.0161090473033951,0.0115799999720095,0.0090580946627712,43.49775784753374,9.41704035874436,,9.571286141575277
20190226,1.098,1.102,1.071,1.089,89123.0,9731.792,89123.0,1.03835,,,93150.674,164369.03149999998,0.0199999999999999,0.0152499999999999,0.0179600703071352,0.0128560140390346,0.010208112536201,38.2716049382717,8.64197530864194,,8.899999999999997
20190227,1.088,1.102,1.082,1.091,63472.0,6945.531,63472.0,1.04275,,,89160.048,158824.22850000003,0.0202999999999999,0.01595,0.019365172998873,0.0141578458310023,0.0104146543357414,35.968379446640405,8.300395256916962,,8.773678963110676
20190228,1.088,1.097,1.085,1.087,65663.0,7154.348,65663.0,1.0468,,,80100.224,146599.4485,0.0205999999999999,0.0162499999999999,0.019926262879877,0.0153115292407772,0.0092294672781995,34.251968503937114,8.26771653543304,,8.051689860834976
20190301,1.086,1.1,1.084,1.1,50057.92,5446.409,50057.92,1.05125,,,76598.98400000001,136819.2585,0.0203,0.0165,0.0211758203321752,0.0164843874590568,0.0093828657462367,31.007751937984633,8.139534883720902,,8.803165182987161
20190304,1.1,1.131,1.1,1.115,62721.75,7013.722,62721.75,1.0564,,,66207.53400000001,135598.346,0.0211999999999999,0.0173999999999999,0.0231100796428682,0.0178095258958191,0.0106011074940982,37.63440860215066,7.526881720430083,,10.17786561264822
20190305,1.114,1.127,1.108,1.127,61024.0,6822.737,61024.0,1.06195,,,60587.734,134814.36000000002,0.0216999999999999,0.0175999999999999,0.0253194271980508,0.0193115061562654,0.0120158420835706,33.451957295373816,7.4733096085409,55.08416200208559,10.925196850393704
