trade_date,open,high,low,close,volume,amount,vol,ma20,ma60,ma200,ma5_vol,ma20_vol,atr10,atr20,dif,dea,macd_bar,plus_di,minus_di,adx,ret_20d
20240122,0.9,0.905,0.851,0.859,1912709.32,167724.69,1912709.32,,,,,,,,0.0,0.0,0.0,,,,
20240123,0.858,0.896,0.857,0.884,351058.03,30944.902,351058.03,,,,,,,,0.0019943019943019,0.0003988603988603,0.0031908831908831,,,,
20240124,0.895,0.904,0.874,0.893,288450.23,25671.485,288450.23,,,,,,,,0.0042520109414696,0.0011694905073822,0.0061650408681748,,,,
20240125,0.892,0.915,0.892,0.913,321195.49,29032.56,321195.49,,,,,,,,0.0075678568580087,0.0024491637775075,0.0102373861610024,,,,
20240126,0.911,0.938,0.823,0.845,732211.19,64841.997,732211.19,,,,721124.852,,,,0.0046549970278555,0.0028903304275771,0.0035293332005567,,,,
20240129,0.855,0.882,0.847,0.847,493076.27,42744.174,493076.27,,,,437198.242,,,,0.0024793376506374,0.0028081318721892,-0.0006575884431034,,,,
20240130,0.834,0.847,0.829,0.834,198754.85,16648.95,198754.85,,,,406737.606,,,,-0.0002905303816631,0.0021883994214187,-0.0049578596061637,,,,
20240131,0.835,0.841,0.8,0.801,391184.84,31842.484,391184.84,,,,427284.5280000001,,,,-0.0050898226533327,0.0007327550064684,-0.0116451553196024,,,,
20240201,0.801,0.84,0.801,0.826,691779.11,57335.324,691779.11,,,,501401.252,,,,-0.0067976462547453,-0.0007733252457743,-0.012048642017942,,,,
20240202,0.834,0.85,0.776,0.786,1360216.63,109860.146,1360216.63,,,,627002.3400000001,,,,-0.0112491018255985,-0.0028684805617391,-0.0167612425277188,,,,
20240205,0.789,0.794,0.767,0.779,772674.87,60475.891,772674.87,,,,682922.0599999999,,0.0442999999999999,,-0.0151669191323855,-0.0053281682758684,-0.0196775017130342,,,,
20240206,0.779,0.838,0.771,0.836,945514.49,77066.278,945514.49,,,,832273.988,,0.0470999999999999,,-0.0135165831860519,-0.0069658512579051,-0.0131014638562936,,,,
20240207,0.86,0.882,0.826,0.834,960286.63,81405.493,960286.63,,,,946094.346,,0.0496999999999999,,-0.0122290939610207,-0.0080184997985282,-0.008421188324985,,,,
20240208,0.835,0.839,0.761,0.822,383325.01,31736.398,383325.01,,,,884403.526,,0.0551999999999999,,-0.0120382793948451,-0.0088224557177916,-0.0064316473541069,,,,
20240219,0.858,0.858,0.826,0.838,170732.19,14285.226,170732.19,,,,646506.638,,0.0472999999999999,,-0.0104752391575867,-0.0091530124057506,-0.0026444535036721,18.529411764705884,31.617647058823533,,
20240220,0.84,0.87,0.837,0.854,547910.29,46898.209,547910.29,,,,601553.7220000001,,0.0468999999999999,,-0.0078549057619274,-0.008893391076986,0.002076970630117,20.47477744807122,31.899109792284865,,
20240221,0.854,0.891,0.847,0.877,440368.59,38676.783,440368.59,,,,500524.542,,0.0494999999999999,,-0.0038776655714601,-0.0078902459758808,0.0080251608088413,21.947674418604652,31.25,,
20240222,0.875,0.89,0.868,0.876,262821.29,23029.891,262821.29,,,,361031.4740000001,,0.0475999999999999,,-0.0007971763558922,-0.0064716320518831,0.0113489113919817,20.378457059679768,31.29548762736536,,
20240223,0.887,0.887,0.873,0.882,238736.05,20987.236,238736.05,,,,332113.682,,0.0451,,0.0021040294552323,-0.00475649975046,0.0137210584113848,23.890784982935152,24.914675767918073,,
20240226,0.875,0.903,0.875,0.885,461075.92,41102.67,461075.92,0.84855,,,390182.428,596204.0645,0.0405,,0.0045923926467945,-0.0028867212710091,0.0149582278356073,27.0363951473137,25.303292894280748,,
