trade_date,open,high,low,close,volume,amount,ts_code,pre_close,change,pct_chg,vol,ma20,ma60,ma200,ma5_vol,ma20_vol,atr10,atr20,dif,dea,macd_bar,plus_di,minus_di,adx,ret_20d
20170803,1.015,1.022,0.999,0.999,2528154.28,256241.188,512800.SH,1.019,-0.02,-1.9627,2528154.28,,,,,,,,0.0,0.0,0.0,,,,
20170804,0.5002501250625312,0.5027513756878439,0.4987493746873436,0.4997498749374687,129093.1,12934.325,,,,,129093.1,,,,,,,,-0.039826220802709,-0.0079652441605418,-0.0637219532843344,,,,
20170807,0.999,1.0,0.989,0.995,80293.68,7983.5,512800.SH,0.999,-0.004,-0.4004,80293.68,,,,,,,,-0.0310681077992425,-0.0125858168882819,-0.0369645818219211,,,,
20170808,0.994,0.997,0.991,0.993,49000.88,4867.036,512800.SH,0.995,-0.002,-0.201,49000.88,,,,,,,,-0.0240118300010936,-0.0148710195108442,-0.0182816209804986,,,,
20170809,0.997,0.997,0.978,0.98,55734.0,5487.65,512800.SH,0.993,-0.013,-1.3092,55734.0,,,,568455.188,,,,-0.0192468051734716,-0.0157461766433697,-0.0070012570602037,,,,
20170810,0.4902451225612806,0.4922461230615307,0.4852426213106552,0.4882441220610304,70530.53,6873.011,,,,,70530.53,,,,76930.438,,,,-0.0545225759256119,-0.0235014564998182,-0.0620422388515874,,,,
20170811,0.4852426213106552,0.4862431215607803,0.4772386193096548,0.4817408704352175,62864.34,6033.416,,,,,62864.34,,,,63684.686,,,,-0.0820577260642412,-0.0352127104127028,-0.0936900313030768,,,,
20170814,0.4782391195597798,0.4842421210605302,0.4767383691845922,0.4822411205602801,53789.67,5148.105,,,,,53789.67,,,,58383.884,,,,-0.1026558126179858,-0.0487013308537594,-0.1079089635284528,,,,
20170815,0.4822411205602801,0.4907453726863431,0.481240620310155,0.4867433716858428,42921.59,4185.613,,,,,42921.59,,,,57168.026,,,,-0.1172648938723791,-0.0624140434574833,-0.1097017008297915,,,,
20170816,0.4852426213106552,0.4852426213106552,0.4817408704352175,0.4842421210605302,16429.03,1590.339,,,,,16429.03,,,,49307.03199999999,,,,-0.1275739331515171,-0.0754460213962901,-0.1042558235104539,,,,
20170817,0.4837418709354676,0.4847423711855927,0.4822411205602801,0.4847423711855927,25952.0,2508.482,,,,,25952.0,,,,40391.326,,0.1555775887943972,,-0.134157075788711,-0.0871882322747743,-0.0939376870278735,,,,
20170818,0.481240620310155,0.4872436218109054,0.481240620310155,0.4852426213106552,26708.14,2582.072,,,,,26708.14,,,,33160.085999999996,,0.1061528264132066,,-0.1377460470666932,-0.0972997952331581,-0.0808925036670702,,,,
20170821,0.97,0.971,0.965,0.97,23677.27,2291.589,512800.SH,0.97,0.0,0.0,23677.27,,,,27137.606,,0.1047035517758879,,-0.1003180593455442,-0.0979034480556353,-0.0048292225798178,,,,
20170822,0.968,0.975,0.966,0.975,33074.06,3215.285,512800.SH,0.97,0.005,0.5155,33074.06,,,,25168.1,,0.1050035517758879,,-0.0694520511954069,-0.0922131686835896,0.0455222349763653,,,,
20170823,0.975,0.994,0.975,0.987,92123.03,9085.233,512800.SH,0.975,0.012,1.2308,92123.03,,,,40306.9,,0.1050035517758879,,-0.043520539953044,-0.0824746429374805,0.0779082059688729,48.80712133559025,48.8795243766144,,
20170824,0.4947473736868434,0.5002501250625312,0.4937468734367183,0.4947473736868434,102118.34,10141.897,,,,,102118.34,,,,55540.16799999999,,0.1048531265632816,,-0.0619758840707261,-0.0783748911641296,0.032798014186807,48.97222714630124,48.126473243468155,,
20170825,0.994,1.02,0.993,1.018,862925.28,86957.997,512800.SH,0.989,0.029,2.9323,862925.28,,,,222783.596,,0.1562778389194597,,-0.0339879711342911,-0.0694975071581619,0.0710190720477415,49.46216107139111,47.55171399494718,,
20170828,1.02,1.039,1.019,1.026,777125.6,79698.461,512800.SH,1.018,0.008,0.7859,777125.6,,,,373473.262,,0.1576274637318659,,-0.0110346151740153,-0.0578049287613326,0.0935406271746345,50.01138797060196,47.213434768518155,,
20170829,1.023,1.028,1.018,1.026,181225.0,18535.927,512800.SH,1.026,0.0,0.0,181225.0,,,,403103.45,,0.1576769884942471,,0.0070745339706339,-0.0448290362149393,0.1038071403711466,50.22576932048568,46.84426884740775,,
20170830,1.026,1.036,1.015,1.017,168203.0,17228.142,512800.SH,1.026,-0.009,-0.8772,168203.0,0.768684692346173,,,418319.444,269097.141,0.1592767383691846,,0.0204640435971182,-0.0317704202525278,0.1044689276992922,65.3537509284781,30.185892548236236,,
