trade_date,open,high,low,close,volume,vol,ma20,ma60,ma200,ma5_vol,ma20_vol,atr10,atr20,dif,dea,macd_bar,plus_di,minus_di,adx,ret_20d,amount
20210308,0.939,0.941,0.905,0.909,140274.0,140274.0,0.95605,,,106320.2,229940.5,0.0239999999999999,0.0256999999999999,-0.0174802123728949,-0.0138526448252914,-0.007255135095207,22.254335260115617,27.456647398843913,10.68600172263324,-6.191950464396278,
20210309,0.91,0.916,0.878,0.896,119068.0,119068.0,0.9513,,,116710.4,225374.5,0.0260999999999999,0.0264499999999999,-0.0200831477868915,-0.0150987454176115,-0.0099688047385601,14.529914529914524,34.75783475783475,11.425101231262886,-9.586276488395562,
20210310,0.902,0.916,0.885,0.886,62421.0,62421.0,0.9476,,,115249.8,203683.25,0.0257999999999999,0.0263999999999999,-0.0226913376663829,-0.0166172638673658,-0.0121481475980343,8.611111111111093,33.88888888888888,14.322115892983437,-7.708333333333329,
20210311,0.888,0.904,0.883,0.901,77393.0,77393.0,0.94555,,,102770.4,183884.4,0.0254999999999999,0.0255999999999999,-0.023279619336453,-0.0179497349611832,-0.0106597687505396,8.563535911602193,30.662983425414353,16.943199537708942,-4.352441613588098,
20210312,0.902,0.905,0.884,0.895,70128.0,70128.0,0.9441,,,93856.8,165978.25,0.0255999999999999,0.0254999999999999,-0.023953861450195,-0.0191505602589856,-0.0096066023824189,4.843304843304849,31.623931623931608,21.80263486589427,-3.1385281385281405,
20210315,0.895,0.895,0.866,0.873,86112.0,86112.0,0.94115,,,83024.4,162958.3,0.0267999999999999,0.0259999999999999,-0.0259641210954323,-0.0205132724262749,-0.0109016973383147,4.683195592286507,33.884297520661136,26.855271305085324,-6.330472103004292,
20210316,0.877,0.883,0.867,0.878,52676.0,52676.0,0.9369,,,69746.0,146859.35,0.0261,0.0250999999999999,-0.0268443630272229,-0.0217794905464645,-0.0101297449615167,4.927536231884064,30.434782608695627,31.90689250771091,-8.82658359293873,
20210317,0.878,0.887,0.868,0.885,119112.0,119112.0,0.93175,,,81084.2,131516.15,0.0265,0.0243999999999999,-0.0266696880389994,-0.0227575300449715,-0.0078243159880559,6.176470588235302,28.82352941176468,36.13390994785279,-10.425101214574894,
20210318,0.886,0.89,0.885,0.887,63302.0,63302.0,0.9265,,,78266.0,111449.75,0.024,0.0235499999999999,-0.0260693621873827,-0.0234198964734537,-0.0052989314278579,7.384615384615392,24.61538461538461,39.74964904746286,-10.584677419354838,
20210319,0.885,0.885,0.87,0.874,46708.0,46708.0,0.92045,,,73582.0,105434.2,0.0233,0.0234499999999999,-0.0263389717089094,-0.0240037115205449,-0.004670520376729,3.692307692307696,29.230769230769223,44.81417953255409,-12.1608040201005,
20210322,0.874,0.895,0.874,0.894,79054.0,79054.0,0.9161499999999998,,,72170.4,94757.6,0.0218,0.0228999999999999,-0.0246546034228245,-0.0241338899010008,-0.0010414270436474,5.57275541795666,29.411764705882337,49.64624968133376,-8.775510204081627,
20210323,0.894,0.898,0.885,0.891,55091.0,55091.0,0.91165,,,72653.4,92482.05,0.0193,0.0226999999999999,-0.023293293757968,-0.0239657706723942,0.0013449538288524,6.54205607476636,29.595015576323977,52.62035074029957,-9.174311926605505,
20210324,0.891,0.893,0.882,0.884,27235.0,27235.0,0.90755,,,54278.0,83938.45,0.0173,0.0215499999999999,-0.0225196945190294,-0.0236765554417213,0.0023137218453837,6.9536423841059625,27.483443708609283,56.01517020654761,-8.488612836438925,
20210325,0.885,0.896,0.876,0.888,48164.0,48164.0,0.90445,,,51250.4,80947.3,0.0172,0.0213499999999999,-0.0213378752347439,-0.0232088194003258,0.0037418883311637,7.046979865771815,26.51006711409397,59.59113392536847,-6.52631578947368,
