trade_date,open,high,low,close,volume,amount,ts_code,pre_close,change,pct_chg,vol,ma20,ma60,ma200,ma5_vol,ma20_vol,atr10,atr20,dif,dea,macd_bar,plus_di,minus_di,adx,ret_20d
20210521,1.01,1.015,0.997,0.998,1433220.84,144249.985,159888.SZ,1.012,-0.014,-1.3834,1433220.84,,,,,,,,0.0,0.0,0.0,,,,
20210524,0.996,1.009,0.991,1.008,596674.65,59807.727,,,,,596674.65,,,,,,,,0.0007977207977207,0.0001595441595441,0.0012763532763532,,,,
20210525,1.003,1.031,1.003,1.028,1480317.3,151024.723,159888.SZ,1.008,0.02,1.9841,1480317.3,,,,,,,,0.0030090664848501,0.0007294486246053,0.0045592357204895,,,,
20210526,1.028,1.045,1.024,1.025,669606.55,69136.211,159888.SZ,1.028,-0.003,-0.2918,669606.55,,,,,,,,0.0044679946843404,0.0014771578365523,0.0059816736955761,,,,
20210527,1.025,1.043,1.024,1.039,470099.27,48735.869,159888.SZ,1.025,0.014,1.3659,470099.27,,,,929983.722,,,,0.0066769213969399,0.0025171105486298,0.0083196216966201,,,,
20210528,1.039,1.052,1.035,1.042,379161.28,39648.449,,,,,379161.28,,,,719171.81,,,,0.008570787950721,0.0037278460290481,0.0096858838433459,,,,
20210531,1.042,1.066,1.037,1.065,537774.36,56993.239,,,,,537774.36,,,,707391.752,,,,0.0117916715703418,0.0053406111373068,0.01290212086607,,,,
20210601,1.062,1.071,1.052,1.065,301468.38,32052.825,,,,,301468.38,,,,471621.968,,,,0.0141807778641149,0.0071086444826685,0.0141442667628929,,,,
20210602,1.065,1.07,1.047,1.05,182059.24,19219.926,,,,,182059.24,,,,374112.506,,,,0.0146943992867107,0.0086257954434769,0.0121372076864676,,,,
20210603,1.05,1.063,1.047,1.047,252988.24,26722.07,,,,,252988.24,,,,330690.3,,,,0.0146900354521439,0.0098386434452103,0.0097027840138672,,,,
20210604,1.046,1.064,1.041,1.058,193704.59,20435.589,,,,,193704.59,,,,293598.962,,0.0213,,0.0153967015595102,0.0109502550680703,0.0088928929828797,,,,
20210607,1.058,1.064,1.055,1.062,198200.91,21012.988,,,,,198200.91,,,,225684.27199999997,,0.0204,,0.0160939846742897,0.0119790009893142,0.0082299673699511,,,,
