trade_date,open,high,low,close,volume,amount,vol,ma20,ma60,ma200,ma5_vol,ma20_vol,atr10,atr20,dif,dea,macd_bar,plus_di,minus_di,adx,ret_20d
20210329,0.995,1.003,0.981,0.983,1646198.0,163457.883,1646198.0,,,,,,,,0.0,0.0,0.0,,,,
20210330,0.994,1.028,0.994,1.022,1392669.2,141482.76,1392669.2,,,,,,,,0.003111111111111,0.0006222222222222,0.0049777777777777,,,,
20210331,1.025,1.027,1.0,1.013,315858.0,31980.734,315858.0,,,,,,,,0.0047951883507438,0.0014568154479265,0.0066767458056346,,,,
20210401,1.018,1.047,1.018,1.044,391152.0,40490.221,391152.0,,,,,,,,0.0085329105373423,0.0028720344658097,0.0113217521430653,,,,
20210402,1.045,1.045,1.036,1.039,172974.0,17975.434,172974.0,,,,783770.24,,,,0.0109652238113172,0.0044906723349112,0.012949102952812,,,,
20210406,1.037,1.045,1.034,1.041,76757.0,7994.543,76757.0,,,,469882.04,,,,0.0129054667033339,0.0061736312085957,0.0134636709894763,,,,
20210407,1.042,1.05,1.023,1.033,175253.0,18094.346,175253.0,,,,226398.8,,,,0.0136403525394912,0.0076669754747748,0.0119467541294327,,,,
20210408,1.033,1.053,1.026,1.051,239192.0,24928.13,239192.0,,,,211065.6,,,,0.0154965696186515,0.0092328943035501,0.0125273506302026,,,,
20210409,1.051,1.054,1.023,1.028,229587.0,23723.29,229587.0,,,,178752.6,,,,0.0149395138303167,0.0103742182089035,0.0091305912428265,,,,
20210412,1.027,1.036,1.008,1.01,163287.0,16639.447,163287.0,,,,176815.2,,,,0.0128969258043527,0.0108787597279933,0.0040363321527187,,,,
20210413,1.011,1.032,1.01,1.015,137134.0,14004.034,137134.0,,,,188890.6,,0.0261,,0.011548494435813,0.0110127066695573,0.0010715755325115,,,,
20210414,1.026,1.034,1.019,1.031,130364.0,13382.686,130364.0,,,,179912.8,,0.0235,,0.011636777615039,0.0111375208586536,0.0009985135127707,,,,
20210415,1.029,1.036,1.014,1.023,90651.0,9262.127,90651.0,,,,150204.6,,0.023,,0.0109351558595602,0.0110970478588349,-0.0003237839985493,,,,
20210416,1.032,1.035,1.019,1.022,164321.0,16836.878,164321.0,,,,137151.4,,0.0212,,0.0101810629644181,0.0109138508799516,-0.0014655758310669,,,,
20210419,1.023,1.056,1.017,1.052,203523.0,21308.763,203523.0,,,,145198.6,,0.0242,,0.0118673883261795,0.0111045583691971,0.0015256599139646,19.887955182072854,10.084033613445378,,
20210420,1.044,1.055,1.041,1.051,160095.0,16816.022,160095.0,,,,149790.8,,0.0245,,0.0129735704378024,0.0114783607829182,0.0029904193097684,14.11042944785276,11.042944785276076,,
20210421,1.048,1.055,1.034,1.054,176333.0,18495.672,176333.0,,,,158984.6,,0.0239,,0.0139317066171333,0.0119690299497612,0.0039253533347442,14.374999999999998,13.437499999999964,,
20210422,1.062,1.071,1.049,1.069,165231.0,17544.008,165231.0,,,,173900.6,,0.0234,,0.0157201984201176,0.0127192636438325,0.0060018695525701,13.636363636363637,13.961038961038923,,
20210423,1.069,1.108,1.069,1.1,343176.0,37722.468,343176.0,,,,209671.6,,0.0242,,0.0194152253492918,0.0140584559849244,0.0107135387287349,23.372781065088773,12.721893491124217,,
20210426,1.11,1.129,1.099,1.1,451530.0,50367.46,451530.0,1.03905,,,259273.0,341264.26,0.0244,,0.0220889333382541,0.0156645514555903,0.0128487637653275,28.01120448179269,11.484593837534971,,
20210427,1.099,1.114,1.091,1.113,285681.0,31578.679,285681.0,1.04555,,,284390.2,273238.41000000003,0.0245,0.0253,0.0249690301006801,0.0175254471846083,0.0148871658321437,28.32861189801697,10.764872521246383,,13.224821973550348
20210428,1.114,1.125,1.106,1.123,212072.0,23724.27,212072.0,1.0506,,,291538.0,214208.55,0.0245,0.024,0.0277386896142541,0.0195680956705374,0.0163411878874333,31.304347826086925,11.014492753623111,,9.88258317025441
20210429,1.125,1.13,1.11,1.116,269886.0,30170.552,269886.0,1.05575,,,312469.0,211909.95,0.0243,0.02365,0.0290341357902537,0.0214613036944807,0.0151456641915459,33.832335329341284,10.479041916167564,,10.167818361303071
