trade_date,open,high,low,close,volume,amount,ts_code,pre_close,change,pct_chg,vol,ma20,ma60,ma200,ma5_vol,ma20_vol,atr10,atr20,dif,dea,macd_bar,plus_di,minus_di,adx,ret_20d
20241216,1.021,1.023,0.993,0.998,1802391.66,181577.558,159363.SZ,1.016,-0.018,-1.7717,1802391.66,,,,,,,,0.0,0.0,0.0,,,,
20241217,0.4994994994994995,0.502002002002002,0.4874874874874875,0.4874874874874875,757546.32,74783.908,,,,,757546.32,,,,,,,,-0.040724644872793,-0.0081449289745586,-0.0651594317964688,,,,
20241218,0.981,1.004,0.958,0.996,673984.19,66414.032,159363.SZ,0.974,0.022,2.2587,673984.19,,,,,,,,-0.0316022186909599,-0.0128363869178388,-0.037531663546242,,,,
20241219,0.983,1.028,0.98,1.023,3154986.73,320703.656,159363.SZ,0.996,0.027,2.7108,3154986.73,,,,,,,,-0.0219410332927605,-0.0146573161928232,-0.0145674341998746,,,,
20241220,1.023,1.055,1.012,1.034,1904558.71,197217.267,159363.SZ,1.023,0.011,1.0753,1904558.71,,,,1658693.522,,,,-0.0132441953506641,-0.0143746920243913,0.0022609933474545,,,,
20241223,0.5175175175175175,0.522022022022022,0.5045045045045045,0.507007007007007,849137.59,87101.217,,,,,849137.59,,,,1468042.708,,,,-0.0483188295054352,-0.0211635195206001,-0.0543106199696701,,,,
20241224,0.5085085085085085,0.51001001001001,0.491991991991992,0.5040040040040039,1042500.38,103927.615,,,,,1042500.38,,,,1525033.52,,,,-0.0754878698433964,-0.0320283895851594,-0.0869189605164739,,,,
20241225,0.501001001001001,0.5030030030030029,0.4939939939939939,0.496996996996997,957622.87,95378.406,,,,,957622.87,,,,1581761.256,,,,-0.0964728579053961,-0.0449172832492067,-0.1031111493123788,,,,
20241226,0.497997997997998,0.5185185185185185,0.496996996996997,0.516016016016016,1275587.89,130346.503,,,,,1275587.89,,,,1205881.488,,,,-0.1102974953780338,-0.0579933256749721,-0.1046083394061232,,,,
20241227,0.5175175175175175,0.5215215215215215,0.5075075075075075,0.5105105105105106,995263.09,102552.759,,,,,995263.09,,,,1024022.364,,,,-0.1203109981632685,-0.0704568601726314,-0.0997082759812741,,,,
20241230,0.5145145145145146,0.5145145145145146,0.4994994994994995,0.5045045045045045,890817.44,90154.495,,,,,890817.44,,,,1032358.334,,0.1726099099099099,,-0.1272643811873558,-0.0818183643755763,-0.090892033623559,,,,
20241231,0.505005005005005,0.506006006006006,0.47997997997998,0.4824824824824825,2137857.0,209452.142,,,,,2137857.0,,,,1251429.658,,0.1241612612612612,,-0.1330186245591256,-0.0920584164122861,-0.0819204162936788,,,,
20250102,0.961,0.962,0.914,0.928,1417998.32,133485.911,159363.SZ,0.964,-0.036,-3.7344,1417998.32,,,,1343504.748,,0.1204617617617617,,-0.1004711941845093,-0.0937409719667308,-0.013460444435557,,,,
20250103,0.932,0.933,0.888,0.89,1313684.17,119113.031,159363.SZ,0.928,-0.038,-4.0948,1313684.17,,,,1351124.004,,0.1201617617617617,,-0.0768574388290748,-0.0903642653391996,0.0270136530202496,,,,
20250106,0.891,0.907,0.87,0.882,860417.91,76441.073,159363.SZ,0.89,-0.008,-0.8989,860417.91,,,,1324154.968,,0.1195617617617617,,-0.0581189417405825,-0.0839152006194762,0.0515925177577873,44.41094279524897,47.41648635914662,,
20250107,0.4429429429429429,0.4584584584584584,0.4429429429429429,0.4584584584584584,1397781.05,126095.283,,,,,1397781.05,,,,1425547.69,,0.1105179179179179,,-0.076562248569259,-0.0824446102094327,0.0117647232803473,45.82625912689821,45.42852614684736,,
20250108,0.899,0.92,0.875,0.911,1385367.57,124341.584,159363.SZ,0.916,-0.005,-0.5459,1385367.57,,,,1275049.804,,0.1548702702702702,,-0.0540394486275093,-0.0767635778930481,0.0454482585310775,45.12832552794494,46.57027435333811,,
20250109,0.909,0.921,0.902,0.91,838775.46,76628.881,159363.SZ,0.911,-0.001,-0.1098,838775.46,,,,1159205.232,,0.1557692692692693,,-0.0358573182044574,-0.0685823259553299,0.0654500155017449,44.66902096325794,47.196040180737256,,
20250110,0.908,0.913,0.872,0.873,1027579.21,91620.356,159363.SZ,0.91,-0.037,-4.0659,1027579.21,,,,1101984.24,,0.1577171171171171,,-0.0241549958706766,-0.0596968599383992,0.0710837281354453,43.45826021559287,48.6311430507971,,
20250113,0.4294294294294294,0.4409409409409409,0.4254254254254254,0.4349349349349349,921660.18,79836.397,,,,,921660.18,0.7173701201201201,,,1114232.694,1280275.887,0.2010731731731732,,-0.0496566004192503,-0.0576888080345695,0.0160644152306383,45.174573561410675,47.614805563692286,,
20250114,0.4369369369369369,0.4629629629629629,0.4339339339339339,0.4629629629629629,1717331.25,155422.674,,,,,1717331.25,0.6906182682682683,,,1178142.734,1276022.8665,0.2024745745745745,0.1875422422422422,-0.0668347487508628,-0.0595179961778281,-0.0146335051460692,45.9920958938106,46.763353480019646,,-53.610925554813335
20250115,0.925,0.925,0.911,0.914,786272.45,72071.014,159363.SZ,0.925,-0.011,-1.1892,786272.45,0.7119438938938939,,,1058323.71,1277459.173,0.2460756756756757,0.1851184684684685,-0.0435515999165406,-0.0563247169255706,0.02554623401806,56.00813635495717,38.43244190064999,,87.49199178644764
20250116,0.924,0.95,0.922,0.943,1387449.51,130106.666,159363.SZ,0.914,0.029,3.1729,1387449.51,0.7092938938938939,,,1168058.52,1313132.439,0.2017239239239239,0.1610928428428428,-0.0225001117994331,-0.0495597959003431,0.0541193682018201,56.06203368820757,38.21438378196026,,-5.3212851405622486
20250117,0.4684684684684685,0.4754754754754755,0.4634634634634635,0.4704704704704704,1119409.1,105061.22,,,,,1119409.1,0.6816674174174173,,,1186424.498,1211353.5575,0.2451775775775775,0.1826696696696697,-0.0434450324473663,-0.0483368432097478,0.0097836215247629,47.31310608671882,47.515307779506934,,-54.01070669887874
20250120,0.4754754754754755,0.4834834834834834,0.4724724724724724,0.477977977977978,1077012.11,102959.101,,,,,1077012.11,0.6538663163163163,,,1217494.884,1169976.2275,0.2427788788788789,0.1811703203203203,-0.0587608809891951,-0.0504216507656372,-0.0166784604471158,47.61009548463858,47.28127882955215,,-53.773889944102706
20250121,0.972,0.981,0.958,0.978,1438432.42,139737.961,159363.SZ,0.955,0.023,2.4084,1438432.42,0.677415965965966,,,1161715.118,1199440.969,0.2491753753753753,0.1798466466466466,-0.0302030411271709,-0.046377928837944,0.032349775421546,55.353304081934496,40.26448935977501,,92.89674234945706
20250122,0.976,1.004,0.976,0.993,1528879.0,151851.766,159363.SZ,0.978,0.015,1.5337,1528879.0,0.7018657657657659,,,1310236.4279999998,1223759.9,0.2058212212212212,0.1803457457457457,-0.0062878897694351,-0.0383599210242422,0.0641440625096141,49.33306339847981,46.24319813547439,,97.02224428997025
20250123,0.5045045045045045,0.5155155155155156,0.491991991991992,0.4924924924924925,1533284.26,154127.745,,,,,1533284.26,0.7016405405405405,,,1339403.378,1252542.9695,0.254022022022022,0.2048956456456456,-0.0274058157744353,-0.0361690999742808,0.017526568399691,42.89970978913481,53.31063096960427,6.074731794831339,-0.9063444108761364
