trade_date,open,high,low,close,volume,amount,ts_code,pre_close,change,pct_chg,vol,ma20,ma60,ma200,ma5_vol,ma20_vol,atr10,atr20,dif,dea,macd_bar,plus_di,minus_di,adx,ret_20d
20230727,0.997,0.999,0.98,0.982,3363979.44,334017.93,159516.SZ,1.002,-0.02,-1.996,3363979.44,,,,,,,,0.0,0.0,0.0,,,,
20230728,0.491,0.4975,0.49,0.494,924394.28,91288.694,,,,,924394.28,,,,,,,,-0.0389287749287748,-0.0077857549857549,-0.0622860398860398,,,,
20230731,0.987,1.004,0.986,0.999,2169987.53,216643.512,159516.SZ,0.988,0.011,1.1134,2169987.53,,,,,,,,-0.0286999943182278,-0.0119686028522495,-0.0334627829319566,,,,
20230801,0.999,1.004,0.993,0.998,689487.5,68868.154,159516.SZ,0.999,-0.001,-0.1001,689487.5,,,,,,,,-0.0204386990328336,-0.0136626220883663,-0.0135521538889345,,,,
20230802,0.998,1.011,0.996,1.003,2370510.63,238447.027,159516.SZ,0.998,0.005,0.501,2370510.63,,,,1903671.8759999997,,,,-0.0133343941906265,-0.0135969765088184,0.0005251646363837,,,,
20230803,0.4985,0.505,0.498,0.5025,568124.96,57083.839,,,,,568124.96,,,,1344500.98,,,,-0.0475423104060981,-0.0203860432882743,-0.0543125342356475,,,,
20230804,0.5025,0.5045,0.4955,0.4995,506768.31,50578.551,,,,,506768.31,,,,1260975.7859999998,,,,-0.0740409078922244,-0.0311170162090643,-0.08584778336632,,,,
20230807,0.498,0.5005,0.498,0.4985,351848.75,35117.841,,,,,351848.75,,,,897348.0299999999,,,,-0.0940379183683378,-0.043701196640919,-0.1006734434548375,,,,
20230808,0.498,0.5,0.4955,0.496,426170.17,42363.777,,,,,426170.17,,,,844684.564,,,,-0.1088328648283317,-0.0567275302784016,-0.1042106690998603,,,,
20230809,0.495,0.4955,0.4915,0.492,369436.85,36425.49,,,,,369436.85,,,,444469.808,,,,-0.1195031748488018,-0.0692826591924816,-0.1004410313126402,,,,
20230810,0.4925,0.499,0.492,0.4955,366434.36,36348.202,,,,,366434.36,,,,404131.688,,0.1560499999999999,,-0.1262220425303802,-0.0806705358600613,-0.0911030133406377,,,,
20230811,0.4955,0.4965,0.4855,0.486,509867.58,49882.728,,,,,509867.58,,,,404751.542,,0.1079499999999999,,-0.1308055195740058,-0.0906975326028503,-0.0802159739423111,,,,
20230814,0.964,0.966,0.953,0.965,343981.52,33010.89,159516.SZ,0.972,-0.007,-0.7202,343981.52,,,,403178.096,,0.1049499999999999,,-0.0946950754392508,-0.0914970411701304,-0.0063960685382408,,,,
20230815,0.965,0.968,0.936,0.947,843631.12,79838.864,159516.SZ,0.965,-0.018,-1.8653,843631.12,,,,486670.286,,0.1070499999999999,,-0.0667601682061607,-0.0865496665773364,0.0395789967423515,,,,
20230816,0.946,0.95,0.93,0.931,644170.82,60363.583,159516.SZ,0.947,-0.016,-1.6895,644170.82,,,,541617.08,,0.1075499999999999,,-0.0453893985140683,-0.0783176129646828,0.065856428901229,46.898027097694325,48.79961968148325,,
20230817,0.4675,0.47,0.4615,0.4695,862186.7,80471.95,,,,,862186.7,,,,640767.548,,0.1039999999999999,,-0.0649434746981661,-0.0756427853113795,0.0213986212264266,47.40509370494955,48.29408938010572,,
20230818,0.936,0.945,0.926,0.927,883467.65,82743.995,159516.SZ,0.939,-0.012,-1.278,883467.65,,,,715487.5619999999,,0.15065,,-0.0430277967831639,-0.0691197876057364,0.0521839816451449,46.66503786953334,49.10823356950891,,
20230821,0.922,0.932,0.917,0.918,480867.14,44449.531,159516.SZ,0.927,-0.009,-0.9709,480867.14,,,,742864.686,,0.1518999999999999,,-0.0260849973137671,-0.0605128295473425,0.0688556644671508,46.57400633991709,49.45135332845648,,
20230822,0.917,0.925,0.898,0.925,560095.75,51021.702,159516.SZ,0.918,0.007,0.7625,560095.75,,,,686157.612,,0.15415,,-0.0119550547401511,-0.0508012745859042,0.0776924396915063,45.96363636363636,50.08484848484848,,
