trade_date,open,high,low,close,volume,amount,ts_code,pre_close,change,pct_chg,vol,ma20,ma60,ma200,ma5_vol,ma20_vol,atr10,atr20,dif,dea,macd_bar,plus_di,minus_di,adx,ret_20d
20210329,1.027,1.042,1.011,1.031,1298672.83,133424.283,159873.SZ,1.028,0.003,0.2918,1298672.83,,,,,,,,0.0,0.0,0.0,,,,
20210330,1.023,1.053,1.023,1.046,674684.08,69789.219,,,,,674684.08,,,,,,,,0.0011965811965812,0.0002393162393162,0.00191452991453,,,,
20210331,1.045,1.047,1.033,1.041,169792.17,17627.995,159873.SZ,1.046,-0.005,-0.478,169792.17,,,,,,,,0.0017215769352521,0.0005357683785034,0.0023716171134973,,,,
20210401,1.04,1.075,1.04,1.075,162244.36,17231.533,159873.SZ,1.041,0.034,3.2661,162244.36,,,,,,,,0.0048255299848061,0.0013937206997639,0.0068636185700843,,,,
20210402,1.075,1.091,1.071,1.081,144628.68,15658.569,159873.SZ,1.075,0.006,0.5581,144628.68,,,,490004.424,,,,0.0076810427161115,0.0026511851030334,0.0100597152261561,,,,
20210406,1.081,1.081,1.06,1.064,124942.02,13356.564,,,,,124942.02,,,,255258.262,,,,0.0084746091840448,0.0038158699192357,0.0093174785296181,,,,
20210407,1.065,1.071,1.036,1.045,141369.62,14760.69,,,,,141369.62,,,,148595.37,,,,0.007484103035741,0.0045495165425368,0.0058691729864085,,,,
20210408,1.045,1.063,1.037,1.061,132007.8,13933.636,,,,,132007.8,,,,141038.49599999998,,,,0.0078991298080302,0.0052194391956355,0.0053593812247893,,,,
20210409,1.06,1.066,1.044,1.05,132338.26,13920.288,,,,,132338.26,,,,135057.27599999998,,,,0.007256781782809,0.0056269077130702,0.0032597481394777,,,,
20210412,1.039,1.066,1.011,1.014,135260.36,13864.848,,,,,135260.36,,,,133183.61200000002,,,,0.0037990244207946,0.005261331054615,-0.0029246132676409,,,,
20210413,1.014,1.044,1.014,1.03,162087.21,16715.551,,,,,162087.21,,,,140612.65,,0.0288,,0.0023230148132815,0.0046736678063483,-0.0047013059861336,,,,
20210414,1.03,1.045,1.029,1.04,103633.52,10739.96,,,,,103633.52,,,,133065.43,,0.0274,,0.001937844724053,0.0041265031898893,-0.0043773169316726,,,,
20210415,1.04,1.044,1.026,1.04,170114.15,17651.141,159873.SZ,1.04,0.0,0.0,170114.15,,,,140686.7,,0.0278,,0.001613989586064,0.0036240004691242,-0.0040200217661203,,,,
20210416,1.039,1.045,1.024,1.037,112111.09,11593.783,159873.SZ,1.04,-0.003,-0.2885,112111.09,,,,136641.266,,0.0264,,0.0011025476450634,0.0031197099043121,-0.0040343245184972,,,,
20210419,1.037,1.065,1.029,1.065,162155.18,17072.722,159873.SZ,1.037,0.028,2.7001,162155.18,,,,142020.22999999998,,0.028,,0.0029228988577261,0.0030803476949949,-0.0003148976745375,20.84432717678099,19.26121372031661,,
20210420,1.065,1.081,1.055,1.074,177566.74,19125.752,,,,,177566.74,,,,145116.136,,0.0285,,0.0050337392795247,0.0034710260119008,0.0031254265352477,22.40000000000002,19.466666666666654,,
20210421,1.075,1.098,1.069,1.098,163279.62,17745.69,159873.SZ,1.074,0.024,2.2346,163279.62,,,,157045.35599999997,,0.0279,,0.0085446969971219,0.004485760208945,0.0081178735763536,25.897435897435944,18.7179487179487,,
20210422,1.098,1.1,1.082,1.097,145147.23,15862.853,159873.SZ,1.098,-0.001,-0.0911,145147.23,,,,152051.97199999998,,0.0271,,0.0111182998015397,0.005812268127464,0.0106120633481515,20.10723860589816,19.571045576407485,,
20210423,1.097,1.141,1.097,1.135,72526.26,8184.469,159873.SZ,1.097,0.038,3.464,72526.26,,,,144135.006,,0.0293,,0.0160392900351828,0.0078576725090077,0.0163632350523501,25.18891687657431,18.387909319899222,,
20210426,1.145,1.165,1.129,1.132,124539.87,14266.245,159873.SZ,1.135,-0.003,-0.2643,124539.87,1.0628,,,136611.944,225455.0525,0.0274,,0.0194726665426221,0.0101806713157306,0.0185839904537829,30.09708737864078,15.04854368932039,,
